fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
1.3718573855798437,0.4191912936821916,0.19206521640001534,-0.355450078183466,-0.17608955252559436,1.1917262013080931,0.9369170221261418,-0.4094113228793004,0.6797511030879491,-0.15972873045651992,1.1944722056961246
0.5386525506213802,-0.2725709154642126,-0.6136121720229585,0.16313814523011946,0.08296272673529033,0.9601154424890895,1.6193071622340163,0.6408626971186504,-0.43970787174823184,-1.0451590150699566,-1.0742717626332778
-0.1755230222001594,1.506246193769398,-0.8553153885498508,-0.2756672745813759,4.7890791333080305,0.7864073733748368,0.1604041040723536,0.2440164876080092,-0.11045523209053258,0.017357326466167628,-0.9122186220383196
0.06253550207368751,-0.3713940881994133,0.5143361717692052,1.7986856190729656,0.2556642462425467,2.639293443926866,1.4075309118557104,1.5748197246738296,0.08709635170408929,1.788217895693041,-0.9122186220383196
1.014769599169074,-1.1619794700810178,0.5949039106115023,-0.9338754042986188,0.08296272673529033,1.4233369601270969,0.8192635496937496,-0.27256780235841055,0.3504984634302499,1.5225888103090106,0.5462596433162948
-0.29455228433708336,-0.6678636064050151,0.03092973871542083,-0.15599306917824088,-0.003388033018337999,-0.31374373101543046,0.042750631639961435,-0.3444106506318625,0.21879740756716956,-0.9566159866086128,0.38420650272133816
-0.770669332884776,-0.2725709154642126,0.8366071271383947,1.8784684226750556,0.47154114562661753,0.20738047632732773,0.678079382774879,1.3832387959445611,-0.30800681588515155,0.19444338338885517,-1.0742717626332778
0.7767110748952271,0.6168376391525929,0.11149747755771786,-0.07621026557615075,-0.5214925915401074,-1.3559921457009467,-0.2866790911707366,-0.5462548434002281,-0.17630576002207127,-0.868072958147269,1.1944722056961246
0.1815647642106104,-1.0631562973458173,0.2726329552423128,-0.9737668060996638,-0.7805448708009922,-0.5453544898344341,-1.4867445099811365,-0.614676603660673,0.7456016310194877,-0.24827175891786318,0.22215336212638148
0.4196232884844573,-0.17374774272901192,0.5143361717692052,-0.016373162874583243,0.039787346858476166,0.9601154424890895,0.7957328552072712,0.5929674649363238,-0.04460470415899098,0.3715294403115427,-0.8311920517408413
-1.008727857158623,-0.3713940881994133,0.5949039106115023,-1.0136582079007088,-0.43514183178647936,0.38108854544158044,-0.47492464706256404,-1.30573638229125,-0.9665120952005529,1.345502753386323,0.9919057799524279
-0.41358154647400625,0.9133071573581945,-0.04963800012687665,-0.5748527880892136,-0.43514183178647936,-0.7190625589486868,-1.0867227037110032,-0.9020479967545568,-0.04460470415899098,-0.9566159866086128,0.5462596433162948
0.8957403370321501,2.000362057445401,-0.45247669433836357,0.80140057404684,0.1261381066121045,1.2496288910128441,1.5722457732610593,1.1916578672152927,0.3504984634302499,-0.33681478737920695,-0.993245192335798
0.1815647642106104,0.22154494821179024,-0.5330444331806611,-0.9737668060996638,1.2918733632860857,-0.6611598692439359,0.1604041040723536,-0.1904616900458615,-0.5714089276113121,0.2829864118501989,-0.3450326299559698
